MostRecentKeypress,AccelerometerXvalue,AccelerometerYvalue,AccelerometerZvalue,GyroscopeXvalue,GyroscopeYvalue,GyroscopeZvalue [NEWLINE]
1,0.069796562,0.006487671,-0.330356598,-0.005326322,0.005858955,0.000532632
none,0.069796562,0.006487671,-0.330356598,0.000532632,0.005326322,-0.000532632
none,0.069796562,0.006487671,-0.330356598,-0.003195793,0,-0.001065264
2,0.069796562,0.006487671,-0.330356598,-0.001065264,-0.000532632,0
2,0.069796562,0.006487671,-0.330356598,0.001065264,0.000532632,0
2,0.069796562,0.006487671,-0.330356598,-0.000532632,-0.000532632,0.000532632
2,0.069796562,0.006487671,-0.330356598,0,-0.000532632,0
2,0.069796562,0.006487671,-0.330356598,-0.001597897,0,-0.001065264
2,0.065670647,-0.004804221,-0.260772705,0,0,0.000532632
2,0.065670647,-0.004804221,-0.260772705,-0.000532632,-0.000532632,0
2,0.065670647,-0.004804221,-0.260772705,0,0.000532632,0.000532632
2,0.065670647,-0.004804221,-0.260772705,0.010120012,0.001597897,-0.002663161
2,0.065670647,-0.004804221,-0.260772705,-0.041545313,0.033023197,-0.002663161
2,0.065670647,-0.004804221,-0.260772705,-0.023435818,-0.001597897,-0.001065264
2,0.065670647,-0.004804221,-0.260772705,0,0.004261058,0.002130529
2,0.065670647,-0.004804221,-0.260772705,0.005858955,0.010120012,-0.001065264
2,-0.002162859,-0.004634816,-0.160252571,-0.003728426,-0.001065264,0.000532632
3,-0.002162859,-0.004634816,-0.160252571,-0.003728426,-0.001065264,0.000532632
3,-0.002162859,-0.004634816,-0.160252571,0,0.000532632,0.001065264
3,-0.002162859,-0.004634816,-0.160252571,0.000532632,0.000532632,0.000532632
3,-0.002162859,-0.004634816,-0.160252571,0.000532632,0,0
3,-0.002162859,-0.004634816,-0.160252571,-0.000532632,-0.001065264,-0.002130529
3,-0.002162859,-0.004634816,-0.160252571,0.000532632,0.000532632,-0.000532632
3,-0.002162859,-0.004634816,-0.160252571,-0.000532632,0.001065264,0.000532632
3,-0.034286235,0.052205134,-0.248883247,0,-0.001065264,0.000532632
3,-0.034286235,0.052205134,-0.248883247,-0.001597897,0,0
3,-0.034286235,0.052205134,-0.248883247,-0.000532632,-0.000532632,0
3,-0.034286235,0.052205134,-0.248883247,0,0.000532632,0.001065264
3,-0.034286235,0.052205134,-0.248883247,0.013315806,0.00479369,0
3,-0.034286235,0.052205134,-0.248883247,-0.078829572,0.038882151,-0.002663161
3,-0.034286235,0.052205134,-0.248883247,-0.035153728,0.001065264,-0.002130529
3,-0.034286235,0.052205134,-0.248883247,-0.007456851,-0.001597897,-0.000532632
3,0.089671731,0.001284286,-0.200938225,0.011717909,-0.013315806,-0.000532632
3,0.089671731,0.001284286,-0.200938225,-0.001065264,-0.003728426,-0.001597897
6,0.089671731,0.001284286,-0.200938225,-0.004261058,-0.003728426,-0.001065264
6,0.089671731,0.001284286,-0.200938225,-0.001597897,-0.000532632,-0.001597897
6,0.089671731,0.001284286,-0.200938225,0,0.000532632,-0.000532632
6,0.089671731,0.001284286,-0.200938225,-0.000532632,-0.000532632,-0.001597897
6,0.089671731,0.001284286,-0.200938225,-0.001065264,-0.001597897,-0.001065264
6,0.089671731,0.001284286,-0.200938225,-0.002130529,0.000532632,-0.000532632
6,-0.020078305,0.012236974,-0.24161911,-0.000532632,0.001065264,0.000532632
6,-0.020078305,0.012236974,-0.24161911,0,-0.001597897,0
6,-0.020078305,0.012236974,-0.24161911,-0.000532632,-0.001597897,-0.001597897
6,-0.020078305,0.012236974,-0.24161911,0.124635942,-0.075633779,-0.001065264
6,-0.020078305,0.012236974,-0.24161911,0.026631612,-0.037284255,-0.001065264
6,-0.020078305,0.012236974,-0.24161911,-0.021305289,-0.001065264,-0.001065264
6,-0.020078305,0.012236974,-0.24161911,-0.018642128,0.001597897,0.000532632
6,-0.020078305,0.012236974,-0.24161911,0.001065264,0.006924219,-0.000532632
5,-0.04849042,0.028923552,-0.270277023,0.002663161,0.006391587,0
5,-0.04849042,0.028923552,-0.270277023,-0.000532632,0,-0.002130529
5,-0.04849042,0.028923552,-0.270277023,-0.001597897,-0.000532632,-0.000532632
5,-0.04849042,0.028923552,-0.270277023,-0.000532632,0.001065264,0.001065264
5,-0.04849042,0.028923552,-0.270277023,0,-0.000532632,0.000532632
5,-0.04849042,0.028923552,-0.270277023,-0.001597897,0,-0.000532632
5,-0.04849042,0.028923552,-0.270277023,0,-0.000532632,-0.000532632
5,-0.04849042,0.028923552,-0.270277023,-0.000532632,-0.001065264,-0.000532632
5,0.054076947,-0.012840251,-0.277420044,-0.001065264,0.000532632,-0.000532632
5,0.054076947,-0.012840251,-0.277420044,0.001065264,-0.001065264,-0.001065264
5,0.054076947,-0.012840251,-0.277420044,-0.097471699,0.128896996,-0.001065264
5,0.054076947,-0.012840251,-0.277420044,-0.040480047,0.090014845,-0.001065264
5,0.054076947,-0.012840251,-0.277420044,0.00479369,0.051665325,0.000532632
5,0.054076947,-0.012840251,-0.277420044,0.001597897,0.005858955,0.001597897
5,0.054076947,-0.012840251,-0.277420044,-0.005858955,0,0.001065264
4,0.054076947,-0.012840251,-0.277420044,-0.002663161,-0.001597897,0
4,0.039315864,0.039843354,-0.299188614,0,0.002130529,0.000532632
4,0.039315864,0.039843354,-0.299188614,0.000532632,0.001065264,-0.000532632
4,0.039315864,0.039843354,-0.299188614,-0.000532632,-0.000532632,-0.000532632
4,0.039315864,0.039843354,-0.299188614,-0.000532632,0.002130529,-0.000532632
4,0.039315864,0.039843354,-0.299188614,0,0.000532632,0.001065264
4,0.039315864,0.039843354,-0.299188614,0.001065264,-0.001065264,0.000532632
4,0.039315864,0.039843354,-0.299188614,-0.000532632,0.000532632,0
4,0.039315864,0.039843354,-0.299188614,-0.000532632,0,-0.000532632
4,-0.003567832,0.00330876,-0.244124413,0,0,0.000532632
4,-0.003567832,0.00330876,-0.244124413,-0.000532632,-0.000532632,-0.001065264
4,-0.003567832,0.00330876,-0.244124413,0.021837922,-0.063915864,0.000532632
4,-0.003567832,0.00330876,-0.244124413,-0.016511599,0.144343331,-0.001597897
4,-0.003567832,0.00330876,-0.244124413,-0.016511599,0.032490566,0.000532632
4,-0.003567832,0.00330876,-0.244124413,-0.00958738,-0.010652645,-0.003195793
4,-0.003567832,0.00330876,-0.244124413,0.004261058,0.001597897,-0.000532632
7,-0.003567832,0.00330876,-0.244124413,0.002130529,0.003195793,-0.001065264
7,0.081588179,0.004864916,-0.239349365,-0.001065264,0,0
7,0.081588179,0.004864916,-0.239349365,-0.002130529,0.000532632,0.001065264
7,0.081588179,0.004864916,-0.239349365,-0.000532632,0.001065264,0
7,0.081588179,0.004864916,-0.239349365,-0.001065264,0.001065264,-0.000532632
7,0.081588179,0.004864916,-0.239349365,0,0.001065264,-0.001065264
7,0.081588179,0.004864916,-0.239349365,-0.000532632,0.000532632,0
7,0.081588179,0.004864916,-0.239349365,0.000532632,0,0.000532632
7,0.081588179,0.004864916,-0.239349365,-0.001065264,0,0
7,0.008543804,0.047873616,-0.263295174,-0.000532632,-0.000532632,0
7,0.008543804,0.047873616,-0.263295174,0.136886477,-0.066579029,0.001065264
7,0.008543804,0.047873616,-0.263295174,-0.034088463,-0.047404267,-0.002663161
7,0.008543804,0.047873616,-0.263295174,-0.039414786,-0.01917476,-0.000532632
7,0.008543804,0.047873616,-0.263295174,0,-0.002130529,0
7,0.008543804,0.047873616,-0.263295174,0.004261058,0.002663161,-0.000532632
8,0.008543804,0.047873616,-0.263295174,0.001597897,0.001065264,-0.000532632
8,0.008543804,0.047873616,-0.263295174,-0.000532632,0,0
8,-0.045233525,-0.028586011,-0.256025314,-0.001065264,-0.000532632,0.000532632
8,-0.045233525,-0.028586011,-0.256025314,-0.000532632,-0.000532632,0.000532632
8,-0.045233525,-0.028586011,-0.256025314,0,0.002130529,0
8,-0.045233525,-0.028586011,-0.256025314,-0.000532632,0.000532632,-0.000532632
8,-0.045233525,-0.028586011,-0.256025314,-0.000532632,-0.001065264,-0.000532632
8,-0.045233525,-0.028586011,-0.256025314,-0.000532632,0.001597897,0
8,-0.045233525,-0.028586011,-0.256025314,0,0.000532632,0
8,-0.045233525,-0.028586011,-0.256025314,0.000532632,0.001065264,-0.000532632
8,-0.011424061,0.094409354,-0.696574211,0.067644291,0.028762139,-0.002130529
8,-0.011424061,0.094409354,-0.696574211,-0.007989483,-0.017576864,-0.001597897
8,-0.011424061,0.094409354,-0.696574211,-0.01917476,0.001597897,0.003195793
8,-0.011424061,0.094409354,-0.696574211,-0.015978966,0.002663161,-0.000532632
8,-0.011424061,0.094409354,-0.696574211,0.000532632,0.005326322,0.000532632
9,-0.011424061,0.094409354,-0.696574211,0.003728426,0.002663161,-0.000532632
9,-0.011424061,0.094409354,-0.696574211,0.000532632,-0.000532632,0
9,-0.011424061,0.094409354,-0.696574211,-0.002130529,-0.000532632,-0.001065264
9,0.027164977,-0.025447778,-0.253650665,-0.001597897,0,-0.000532632
9,0.027164977,-0.025447778,-0.253650665,0.000532632,0,-0.000532632
9,0.027164977,-0.025447778,-0.253650665,0,0.001065264,-0.000532632
9,0.027164977,-0.025447778,-0.253650665,-0.000532632,0.000532632,-0.001597897
9,0.027164977,-0.025447778,-0.253650665,-0.000532632,-0.000532632,-0.001065264
9,0.027164977,-0.025447778,-0.253650665,-0.001065264,-0.000532632,-0.001597897
9,0.027164977,-0.025447778,-0.253650665,0.224770799,-0.067111664,0.003195793
9,0.027164977,-0.025447778,-0.253650665,-0.063915864,-0.005326322,-0.001065264
9,0.023864485,-0.007643972,-0.248666763,-0.050067428,-0.002130529,-0.001065264
9,0.023864485,-0.007643972,-0.248666763,-0.000532632,0.002663161,0.002130529
9,0.023864485,-0.007643972,-0.248666763,-0.005858955,-0.001597897,-0.001065264
0,0.023864485,-0.007643972,-0.248666763,-0.003195793,0,0
0,0.023864485,-0.007643972,-0.248666763,0.001065264,0.000532632,-0.001065264
0,0.023864485,-0.007643972,-0.248666763,-0.000532632,0.001065264,-0.000532632
0,0.023864485,-0.007643972,-0.248666763,-0.001065264,0.000532632,-0.000532632
0,0.023864485,-0.007643972,-0.248666763,-0.001065264,0,0
0,-0.004840203,-0.016026538,-0.267887115,0,-0.000532632,0.000532632
0,-0.004840203,-0.016026538,-0.267887115,-0.000532632,0.000532632,0.000532632
0,-0.004840203,-0.016026538,-0.267887115,-0.001065264,0.001597897,-0.000532632
0,-0.004840203,-0.016026538,-0.267887115,-0.000532632,-0.002663161,-0.001065264
0,-0.004840203,-0.016026538,-0.267887115,0,0.000532632,0.000532632
0,-0.004840203,-0.016026538,-0.267887115,0.231695026,-0.425040513,0.002663161
0,-0.004840203,-0.016026538,-0.267887115,-0.064448498,0.107591711,0.001597897
0,-0.004840203,-0.016026538,-0.267887115,-0.013848438,0.040480047,-0.000532632
0,-0.029892907,-0.002382183,-0.22660923,0.00958738,0.021305289,-0.000532632
7,-0.029892907,-0.002382183,-0.22660923,-0.006924219,-0.002130529,0
7,-0.029892907,-0.002382183,-0.22660923,-0.00479369,-0.003195793,0
7,-0.029892907,-0.002382183,-0.22660923,0,0.000532632,-0.000532632
7,-0.029892907,-0.002382183,-0.22660923,0.001597897,0.002663161,-0.000532632
7,-0.029892907,-0.002382183,-0.22660923,0.001065264,0,-0.001065264
7,-0.029892907,-0.002382183,-0.22660923,-0.001597897,-0.000532632,-0.001065264
7,-0.029892907,-0.002382183,-0.22660923,-0.000532632,0.000532632,0
7,-0.076638296,-0.007838728,-0.24595356,0.000532632,0,0
7,-0.076638296,-0.007838728,-0.24595356,0,-0.000532632,-0.000532632
7,-0.076638296,-0.007838728,-0.24595356,0,-0.001065264,-0.001065264
7,-0.076638296,-0.007838728,-0.24595356,0.175236002,-0.096939065,0.002663161
7,-0.076638296,-0.007838728,-0.24595356,0.006924219,-0.018642128,-0.001065264
7,-0.076638296,-0.007838728,-0.24595356,-0.029827405,-0.018109497,0
7,-0.076638296,-0.007838728,-0.24595356,-0.01438107,-0.005858955,0.000532632
7,-0.076638296,-0.007838728,-0.24595356,0,0.002663161,0
8,-0.069448218,-0.044069599,-0.30803299,0.003728426,0.003195793,0.000532632
8,-0.069448218,-0.044069599,-0.30803299,0,0.001597897,-0.000532632
8,-0.069448218,-0.044069599,-0.30803299,-0.001597897,0,0.000532632
8,-0.069448218,-0.044069599,-0.30803299,-0.001065264,0.000532632,-0.001065264
8,-0.069448218,-0.044069599,-0.30803299,-0.000532632,0,-0.000532632
8,-0.069448218,-0.044069599,-0.30803299,0,0.001065264,0
8,-0.069448218,-0.044069599,-0.30803299,0,0.001065264,0
8,-0.069448218,-0.044069599,-0.30803299,-0.001065264,0.000532632,-0.001065264
8,0.169143409,0.109258994,-2.144405365,-0.025033714,0.029827405,0.001065264
