MostRecentKeypress,AccelerometerXvalue,AccelerometerYvalue,AccelerometerZvalue,GyroscopeXvalue,GyroscopeYvalue,GyroscopeZvalue [NEWLINE]
5,0.114726685,0.026080035,-0.3397789,-0.023968451,0.017044231,0.000532632
5,0.114726685,0.026080035,-0.3397789,-0.041545313,0.018642128,0.000532632
5,0.114726685,0.026080035,-0.3397789,-0.010652645,0.001597897,0
9,0.114726685,0.026080035,-0.3397789,0.005326322,0.004261058,0.000532632
9,0.006277028,0.004971502,-0.208177567,0.006391587,0.000532632,0.000532632
9,0.006277028,0.004971502,-0.208177567,0.000532632,0.001065264,0.001065264
9,0.006277028,0.004971502,-0.208177567,-0.003195793,-0.001065264,0
9,0.006277028,0.004971502,-0.208177567,-0.001597897,-0.000532632,-0.001065264
9,0.006277028,0.004971502,-0.208177567,0.000532632,0.001597897,-0.001065264
9,0.006277028,0.004971502,-0.208177567,-0.050600063,0.038882151,-0.003728426
9,0.006277028,0.004971502,-0.208177567,0.002663161,0.109722242,-0.001597897
9,0.006277028,0.004971502,-0.208177567,-0.004261058,0.098536961,0.001597897
9,-0.042539861,0.070016749,-0.189106941,-0.013848438,-0.011717909,-0.005858955
9,-0.042539861,0.070016749,-0.189106941,0.001065264,-0.004261058,0.000532632
7,-0.042539861,0.070016749,-0.189106941,0.003728426,0.003195793,0
7,-0.042539861,0.070016749,-0.189106941,0.000532632,0.002130529,0
7,-0.042539861,0.070016749,-0.189106941,-0.002130529,0.001065264,0.000532632
7,-0.042539861,0.070016749,-0.189106941,-0.001065264,0,-0.000532632
7,-0.042539861,0.070016749,-0.189106941,-0.000532632,0,0
7,-0.042539861,0.070016749,-0.189106941,0.261522412,-0.049002163,0.01438107
7,0.10639441,-0.244615376,1.893843651,-0.063383237,-0.126766473,-0.001597897
7,0.10639441,-0.244615376,1.893843651,-0.084155895,-0.066046394,-0.000532632
7,0.10639441,-0.244615376,1.893843651,-0.006924219,0.006391587,-0.001597897
7,0.10639441,-0.244615376,1.893843651,0.013315806,0.00479369,-0.001065264
8,0.10639441,-0.244615376,1.893843651,0.00479369,0.002130529,-0.000532632
8,0.10639441,-0.244615376,1.893843651,-0.001065264,0.001597897,0
8,0.10639441,-0.244615376,1.893843651,-0.002663161,-0.001597897,-0.000532632
8,0.10639441,-0.244615376,1.893843651,-0.001597897,-0.000532632,0
8,0.009597145,0.027337987,-0.275083542,-0.000532632,0.000532632,-0.000532632
8,0.009597145,0.027337987,-0.275083542,0.000532632,0.001065264,0
8,0.009597145,0.027337987,-0.275083542,0.091612741,-0.088416949,0.000532632
8,0.009597145,0.027337987,-0.275083542,-0.017576864,0.025566347,-0.002130529
8,0.009597145,0.027337987,-0.275083542,-0.065513767,-0.01438107,0.001065264
8,0.009597145,0.027337987,-0.275083542,-0.021837922,-0.007989483,-0.001065264
8,0.009597145,0.027337987,-0.275083542,0.006391587,0.006391587,-0.001597897
5,0.009597145,0.027337987,-0.275083542,0.005858955,0.007456851,-0.001597897
5,-0.040395703,0.001318883,-0.160079956,0.000532632,0.002130529,-0.001065264
5,-0.040395703,0.001318883,-0.160079956,-0.002663161,-0.002130529,0.000532632
5,-0.040395703,0.001318883,-0.160079956,-0.002130529,-0.000532632,0
5,-0.040395703,0.001318883,-0.160079956,-0.000532632,-0.001065264,0.000532632
5,-0.040395703,0.001318883,-0.160079956,-0.000532632,0,-0.000532632
5,-0.040395703,0.001318883,-0.160079956,0.000532632,0,0
5,-0.040395703,0.001318883,-0.160079956,-0.164583355,0.080427468,-0.007989483
5,-0.040395703,0.001318883,-0.160079956,0.033555832,0.033555832,-0.006391587
5,0.039818723,0.074338734,-0.287023544,-0.006924219,0.023968451,-0.003195793
5,0.039818723,0.074338734,-0.287023544,-0.005858955,-0.017044231,-0.000532632
5,0.039818723,0.074338734,-0.287023544,-0.00958738,0.001065264,0
6,0.039818723,0.074338734,-0.287023544,-0.003195793,0,0
6,0.039818723,0.074338734,-0.287023544,0,-0.001065264,-0.001065264
6,0.039818723,0.074338734,-0.287023544,0.000532632,0.002663161,-0.000532632
6,0.039818723,0.074338734,-0.287023544,0.001065264,0.000532632,0.001065264
6,0.039818723,0.074338734,-0.287023544,-0.001065264,-0.001065264,-0.000532632
6,0.035646789,0.036391169,-0.263034821,-0.001597897,-0.000532632,-0.000532632
6,0.035646789,0.036391169,-0.263034821,0,0.000532632,0
6,0.035646789,0.036391169,-0.263034821,0.169377044,-0.301469833,0.001065264
6,0.035646789,0.036391169,-0.263034821,-0.017044231,-0.023435818,-0.000532632
6,0.035646789,0.036391169,-0.263034821,-0.067111664,0.049534798,0.000532632
6,0.035646789,0.036391169,-0.263034821,-0.01438107,-0.005858955,-0.001065264
6,0.035646789,0.036391169,-0.263034821,0.002130529,0.006924219,0.000532632
4,0.035646789,0.036391169,-0.263034821,0.003195793,0.003195793,-0.000532632
4,-0.016552053,0.003907347,-0.220059395,0.001065264,0.003728426,0
4,-0.016552053,0.003907347,-0.220059395,-0.002130529,-0.000532632,0
4,-0.016552053,0.003907347,-0.220059395,-0.002663161,-0.001597897,0.000532632
4,-0.016552053,0.003907347,-0.220059395,-0.000532632,-0.000532632,-0.000532632
4,-0.016552053,0.003907347,-0.220059395,0,0.000532632,-0.000532632
4,-0.016552053,0.003907347,-0.220059395,-0.137951747,0.097471699,-0.006924219
4,-0.016552053,0.003907347,-0.220059395,-0.041012682,0.090014845,-0.003728426
4,-0.016552053,0.003907347,-0.220059395,0,0.04527374,-0.001065264
4,0.034237858,-0.022001993,0.158040047,0.014913702,0.026631612,-0.002130529
4,0.034237858,-0.022001993,0.158040047,-0.010120012,-0.006924219,-0.001065264
8,0.034237858,-0.022001993,0.158040047,-0.010652645,-0.005326322,0
8,0.034237858,-0.022001993,0.158040047,-0.002663161,0,-0.000532632
8,0.034237858,-0.022001993,0.158040047,0.000532632,0.001065264,-0.000532632
8,0.034237858,-0.022001993,0.158040047,0.001597897,0.001065264,0
8,0.034237858,-0.022001993,0.158040047,-0.000532632,0,0
8,0.034237858,-0.022001993,0.158040047,-0.000532632,-0.000532632,0
8,0.07242471,-0.025464483,-0.282254219,-0.000532632,0.000532632,0.000532632
8,0.07242471,-0.025464483,-0.282254219,0.172040209,0.005858955,0.000532632
8,0.07242471,-0.025464483,-0.282254219,0.037284255,-0.02609898,-0.004261058
8,0.07242471,-0.025464483,-0.282254219,-0.064981133,-0.069774821,-0.001597897
8,0.07242471,-0.025464483,-0.282254219,-0.000532632,-0.022370555,0.002663161
8,0.07242471,-0.025464483,-0.282254219,0.015978966,0.006924219,-0.000532632
9,0.07242471,-0.025464483,-0.282254219,0.00479369,0.006391587,-0.001065264
9,0.07242471,-0.025464483,-0.282254219,-0.003728426,0,-0.001065264
9,-0.042807423,-0.025082001,-0.195988655,-0.004261058,-0.000532632,0
9,-0.042807423,-0.025082001,-0.195988655,-0.001597897,-0.001597897,0.000532632
9,-0.042807423,-0.025082001,-0.195988655,0,-0.001597897,0.000532632
9,-0.042807423,-0.025082001,-0.195988655,0,0.000532632,-0.001065264
